x,y
70.9329212447533, 95.48009389184865
70.4552864611504, 40.70898107704688
79.2244281409071, 58.15722644675716
83.8888069933538, 27.48601419797251
36.49380437400872, 44.31926875977447
30.53320690465824, 75.19855756639691
42.33806855297365, 34.84571927593464
3.3992963937275578, 60.21085697916774
82.64750176349365, 43.53000531329142
13.967847078244288, 82.5852929657676
47.14280673107603, 65.02043188126052
41.64695749501569, 88.94216366043152
40.74017759513663, 97.01985933319078
17.45846955593243, 93.51671724039882
63.399960464355956, 81.45009234455257
81.16992829833201, 89.32197893974848
51.76508748045494, 57.10898733567424
59.26585299317742, 0.1980166927874949
66.29326022627822, 11.097580678234353
54.47089125052062, 17.08252382066082
86.0698665317133, 15.765822866235125
70.08997669901979, 83.60171665393464
73.22173555062291, 57.30127147526862
63.22890970834835, 94.21756304572904
51.57973153293934, 11.25834543377705
22.114121659746477, 85.25705937352178
19.76728748123837, 67.38991728432546
66.96234292505667, 15.130150804067377
58.78280547716819, 86.71444995987895
18.897219759763605, 56.64795278393123
71.39406112247953, 19.477260819964137
89.87382385598906, 18.509986244598554
69.85311662885464, 74.32162035246216
48.19353550074214, 33.78019603632114
82.01035226861289, 61.90702935803317
57.583250571598576, 2.446826117258838
14.618795157432062, 44.63701608354149
24.081517330329994, 90.02957612469069
88.95982018360439, 18.730452255364995
48.72446326735718, 29.68035998844779
57.66410346657986, 49.05960748894823
27.25767202212638, 55.52942582965168
36.09446039312869, 81.87748485819894
6.259032865163594, 86.73007860708606
3.9054255784833347, 64.37222255597392
63.175455304450814, 72.19095015498073
42.328995001785664, 60.848535165494056
90.99385481018601, 62.12484903326055
63.979796315068235, 95.50598900067206
22.46833233874811, 29.314666467915607
79.5906978113839, 91.23041403354966
4.6759879319492885, 87.17718020962626
6.30603444155402, 70.87762282180134
44.02482004683957, 60.44222570475027
10.542123761708854, 68.00184138475214
57.06672347761911, 74.1967843083371
71.105880876807, 47.10485030244256
82.42780355978697, 44.524885804885514
35.732821729125874, 76.439613512202
13.633608968753864, 83.88789276623483
1.0076925157768257, 52.04177375470292
43.30066816742969, 47.498124661233234
4.614966543227894, 11.561981215802708
